,productId,title,userId,score,category
213155,B000MNG9Z0,Hymns Collection,A12R54MKO17TW0,5.0,Music| Christian
213161,B00006ZTQW,Shoop [Vinyl],A2MX8DP99BZ10M,4.0,Music| R&B| Rap & Hip-Hop
213162,B00008G0NV,Supernaut [Vinyl],A2HR4MLTTXC23A,4.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
213188,B0000CF2ZH,Blackberry Belle,AASC4QCTCFSU,4.0,Music| Alternative Rock| Dance & Electronic| Folk| Pop| Rock
213222,B00000DCVN,At Long Last,A2QLQJ4G30LT6L,4.0,Music| Broadway & Vocalists| Jazz| Pop| Rock
213240,B000005F2R,Pa Otro Lao,AD9WTAOAFUZA4,5.0,Music| Latin Music| World Music
213269,B00008G0NB,Kooler Than Jesus [Vinyl],A96JD9312DHWC,5.0,Music| Alternative Rock| Dance & Electronic| Rock
213283,B00000DCVY,Tales of Heaven & Hell,A255E1L105V4MU,5.0,Music| Classical| Dance & Electronic| New Age| Rock
213318,B00004SZDH,Art and Life,A3RV0VQKIM2HSW,4.0,Music| Pop| World Music
213323,B00008G0NU,Godlike [Vinyl],A3AULUO1X4XON7,5.0,Music| Alternative Rock| Rock
213326,B000BWGEPW,Love Songs,A2AOZQ3WTNVVOK,5.0,Music| Dance & Electronic| Pop| Rock| World Music
213358,B00004SZDD,George Clinton - Greatest Hits,A534XGQTHB23Z,3.0,Music| Blues| Pop| R&B
213367,B0007NFLNQ,John Davis,A1N7CICSBMIQXK,5.0,Music| Alternative Rock| Christian| Pop| Rock
213388,B00000DCVM,In & Out of Love,A3LZGLA88K0LA0,4.0,Music| Blues| Jazz| Pop| R&B
213402,B00008G0NA,No Limit [Vinyl],A3IM5IGE0JCLHO,4.0,Music| Alternative Rock| Rock
213439,B000026EHA,Very Best of,A14PEJXDFAFIXJ,4.0,Music| Blues| Classic Rock| Jazz| Pop| Rock| World Music
213445,B00004SZDP,Vertical,A24N1BAS3CU27H,5.0,Music| Christian| Gospel| Pop
213485,B00004SZDI,Mad Season,A1BHK6FFUZNKSN,5.0,Music| Alternative Rock| Classic Rock| Pop| Rock
214053,B00000DCVX,Wormwood,ANBOOQR5NVJPM,5.0,Music| Alternative Rock| Jazz| Miscellaneous| Pop| Rock
214061,B000009IS1,Giacinto Scelsi - Complete Chamber Works - String Quartets 1-5 / String Trio (Arditti Quartet) [Editions Salabert 2 CD Set],A2FWJ8NJKWJIKP,5.0,Music| Classical
214075,B000BS2ZTU,Cuba! (2005),A11Y4DNKO33I67,5.0,Movies & TV| Movies|Music| Pop| Rock
214082,B00004SZDE,Greatest Hits,A534XGQTHB23Z,3.0,Music| Pop| R&B
214116,B000058USE,"Samuel Barber: Orchestral Works, Vol. 2 - Cello Concerto",A33GGROUQRQZS,4.0,Music| Classical
214124,B00004SZE6,My Life,ATBGKFT0S7P2H,5.0,Music| Alternative Rock
214138,B000058UTV,"Rheinberger: Works for Organ, Vol. 3",A55MRYPUAX4QU,5.0,Music| Classical
214144,B00004SZEM,Naturally Native,A24N1BAS3CU27H,5.0,Music| Pop| Soundtracks| World Music
214148,B00000DCWD,Mcgarrigle Hour,A1NPNGWBVD9AK3,5.0,Music| Folk| Pop
214183,B00000DCWH,What's New Pussycat? (1965 Film),AE8OAEDLMJGHH,5.0,Music| Miscellaneous| Pop| Soundtracks
214196,B000P2A4GS,Unia,A8IFUOL8S9BZC,2.0,Music| Hard Rock & Metal| Pop| Rock| World Music
214237,B0007NFLOA,Need to Feel Alive,A1ZTE3K3EN4TS3,5.0,Music| Christian| Pop| Rock
214269,B00005COW2,Brahms: The Symphonies,A2AIMXT9PLAM12,4.0,Music| Classical
214278,B00004SZET,The New America,A1VGC8GCN8PI1,3.0,Music| Alternative Rock| Pop| Rock
214370,B000009ITX,Beethoven & Liszt: Symphony No. 9 D-Moll,ALAJL3S09HBS7,5.0,Music| Classical
214392,B00000DCWE,Weird Tales,A2EENLV6OQ3DYM,4.0,Music| Alternative Rock| Classic Rock| Country| Pop| Rock
214423,B00000DCWI,The Oranj Album,A21PI25JNE6SY1,5.0,Music| Jazz| Pop
214431,B000058UTT,Haydn: Piano Sonatas Nos. 1-10,A21VR7M8O55EF6,5.0,Music| Classical
214461,B00008G0OF,Nave/Days of Swine & Roses [Vinyl],A1ZYZ5853ZADZA,5.0,Music| Alternative Rock| Pop| Rock
214472,B0002B8SWE,Curse of Blondie,A1IEIWUCTWZ59M,2.0,Music| Rock
214618,B000058UTY,Jane Eaglen sings Medea in Corinto [Highlight],A28G1AICORI6M5,4.0,Music| Classical
214620,B0002B9OBS,Live at the Crazyhorse,A2NJO6YE954DBH,4.0,Music| Folk| Pop
214623,B00008G0OS,Vogue [Vinyl],A2EX8NONUZ1GS9,4.0,Music| Alternative Rock| Rock
214624,B00004SZE5,Midnight Creeper,AQLKBEVHUQ0JK,5.0,Music| Jazz| Pop| R&B
214635,B000058UTU,"Marcel Dupr: Works for Organ, Vol. 12",A33GGROUQRQZS,4.0,Music| Classical
214646,B00008G0O0,Cuz It's Hot [Vinyl],A1ZYZ5853ZADZA,5.0,Music| Alternative Rock| Dance & Electronic| Rock
214656,B00008G0OG,Naive,A1ZYZ5853ZADZA,5.0,Music| Alternative Rock| Rock
214669,B000P2A4GI,Only Inhuman,A5R3U8ZSFKAL4,3.0,Music| Hard Rock & Metal
214679,B000058UTR,Jancek: Choruses for Male Voices,A2GJ98824GGXGP,5.0,Music| Classical| Folk
214689,B00015TV6S,Me Against the World,A2J4E6UU0GUDB4,5.0,Music| Rap & Hip-Hop
214940,B000B9EXVM,Miracles,A24ZFFRQ4MG3XL,5.0,Music| Christian| Gospel| Pop| R&B
214971,B00008G0OT,Vogue,A2EX8NONUZ1GS9,4.0,Music| Alternative Rock| Pop| Rock
215010,B000009IT3,"Handel - Amadigi di Gaula / Les Musiciens du Louvre, Minkowski",A2673ECXSHN78Y,5.0,Music| Classical
215046,B00000DCWA,"Lynyrd Skynyrd: Extended Versions, The Encore Collections",A3I2ZST31IQ13G,3.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
215071,B000B9EXVW,The Message: Psalms,A5WYNVGEOGV4T,4.0,Music| Christian| Pop
215095,B00004SZES,New America,A1W0ODR0SK9H4R,2.0,Music| Alternative Rock| Pop| Rock
215177,B00008G0O5,The Snow EP 12 inch Remixes [Vinyl],A2QWF2BJ2FM4R2,5.0,Music| Alternative Rock| Dance & Electronic| Miscellaneous| New Age| Rock
215179,B00000DCWB,Judy,A2R6RA8FRBS608,5.0,Music| Broadway & Vocalists| Jazz| Pop
215202,B00000DCW5,Steel Guitar Rag,AI307B784YUBA,5.0,Music| Blues| Country| Folk| Pop
215213,B000009ITF,Joseph Szigeti: The Complete HMV Recordings (1908-1913),A2FWJ8NJKWJIKP,5.0,Music| Classical| Dance & Electronic| Miscellaneous| Pop
215215,B000058UTQ,Glazunov: The Sea; Oriental Rhapsody; Ballade; Cortge Solonnel,A3F19JZZ07PDX0,5.0,Music| Classical
215231,B000A2Q1IS,Their Finest Hour and Then Some,APWO8J1SKNXTF,3.0,Music| Hard Rock & Metal
215250,B00008G0O8,"Beers, Steers + Queers (Remixes) [Vinyl]",A2TAPL67U2A5HM,5.0,Music| Alternative Rock| Dance & Electronic| Rock
215257,B000053VHI,Christina Aguilera (Rmx),A1BKHQN13M9S8H,5.0,Music| Pop| R&B
215269,B000KLR3RW,The Gift,A2RAV8KNJ5PF12,5.0,Music| Christian| Pop
215280,B00004TV0L,Opposite of War,A3K0CRZ5ZCYCKF,4.0,Music| Alternative Rock| Pop| Rock
215281,B00000DCW4,Joyful Noise: Celtic Favorites From Green Linnet,A1GIIPXONCEEHP,5.0,Music| Folk| New Age| Pop| Rock| World Music
215285,B00005COW4,Outside Looking In,AQLJ566RYMQ2M,5.0,Music| Blues| Pop
215291,B00008G0PW,Love Shack / Roam,A2NJO6YE954DBH,5.0,Music| Alternative Rock| Rock
215357,B00005COXR,On This Island - Songs of English Composers - Lynne Dawson (soprano),A24I3BMB9JZC7O,5.0,Music| Classical| Pop
215361,B000058UU0,Gossec: Grande Messe des Morts / Symphonie 17 parties,A3DDSAGWD0UN9H,4.0,Music| Classical
215363,B000058UUG,Dvorak: Cello Concerto in B minor / Brahms: Double Concerto in A minor,A397ND4UT6BTXR,5.0,Music| Classical
215374,B00008G0P4,"Peter, Paul and Mary [Vinyl]",A1IKOYZVFHO1XP,5.0,Music| Folk
215408,B000026EJX,Stravinsky: Petrushka (1947 version) / Symphony in Three Movements,A2AIMXT9PLAM12,4.0,Music| Classical
215438,B000053VIS,The Best of Freestyle Megamix,A2O76HIPYPV1TZ,5.0,Music| Dance & Electronic| Pop| R&B
215451,B00008G0PV,Family Tradition,A2U49LUUY4IKQQ,5.0,Music| Classic Rock| Country| Hard Rock & Metal| Rock
215460,B000058UU1,English String Miniatures Vol. 2,A2TZ6DETANJ80Q,5.0,Music| Classical| Dance & Electronic
215465,B0002IQF54,O Talento de Ivan Lins,A1X67QWGL8QVX9,4.0,Music| Latin Music| Pop| World Music
215466,B000053VIF,Puzzle,A3QS1EPDZTLPWS,5.0,Music| Dance & Electronic| R&B
215471,B00004SZFP,Git,A3G2AZPSG5GVE0,5.0,Music| Jazz| Pop
215475,B000FQITSY,Diving for Pearls,AF65C8QK9NNXP,5.0,Music| Classic Rock| Pop| Rock
215481,B00008G0P5,In Concert [Vinyl],A1IKOYZVFHO1XP,5.0,Music| Folk
215508,B00008G0P9,Album 1700 [Vinyl],ALD1CRUBY1365,5.0,Music| Folk
215523,B00004SZF3,Nua Teorainn,A1AJ8T3P7QX8HV,4.0,Music| Folk| Pop| World Music
215525,B00008G0PN,Days Like This [Vinyl],A2ZSC81MXLBELX,4.0,Music| Blues| Classic Rock| Folk| Jazz| Pop| R&B| Rock
215559,B00000DCXK,Devo - Greatest Hits [BMG],A3KJ6JAZPH382D,2.0,Music| Alternative Rock| Pop| Rock
215569,B0002B8SXS,Natural Woman/Is That All There Is?,A33Z7JTV7SSW9Y,5.0,Music| Pop
215576,B000053VII,Family Man: Music from the Motion Picture (2000 Film),AE31M52VLKOG6,5.0,Music| Alternative Rock| Miscellaneous| Pop| Soundtracks
215599,B000058UU2,Tveitt: Piano Concertos Nos. 1 & 5,A33GGROUQRQZS,5.0,Music| Classical
215600,B00005COXP,"Schubert: Schiller-Lieder, Vol. 1",A21VR7M8O55EF6,5.0,Music| Classical| Pop
215612,B00008G0PY,Bonnie Raitt [Vinyl],A2U49LUUY4IKQQ,5.0,Music| Classic Rock| Country| Folk| Pop| Rock
215642,B00008G0P6,I Adore Mi Amor / All 4 Love,A9Q28YTLYREO7,3.0,Music| Dance & Electronic| Pop| R&B| Rap & Hip-Hop
215650,B00008G0PA,Anthem of the Sun [Vinyl],AOYLVUVF5VZTU,5.0,Music| Classic Rock| Folk| Rock
215731,B000005F4H,River Under the Road,A1IWWRZJOXOSYP,5.0,Music| Blues| Country| Folk| Pop
215735,B00004SZFG,Frank Ferko: Stabat Mater,A4LLXH0IZ3LMQ,5.0,Music| Classical
215738,B00008G0PM,Love It to Death [Vinyl],A334CIVYO3MMXZ,5.0,Music| Hard Rock & Metal| Rock
215870,B000RT3RTK,Show Time,AVIZDOKC43P96,5.0,Music| Classic Rock| Country| Pop| Rock
215880,B000058UU3,"Scriabin: Piano Sonatas, Vol. 2",AH1R6TSMBZL4U,4.0,Music| Classical
215885,B000FQITSO,Storm 2,A2X7NBUETXC19E,4.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
215888,B0002XNCLE,Subterranea,AUHZ4NEDBKM1X,4.0,Music| Rock
215914,B00008G0PX,Tupelo Honey [Vinyl],A2582KMXLK2P06,4.0,Music| Classic Rock| Folk| Pop| R&B| Rock| World Music
215988,B000MV91ZW,Platinum Collection,A257K87KQ1IP28,5.0,Music| Blues| Jazz| Pop| R&B
215992,B00000DCXE,The Cramps - Cramps - Greatest Hits,A2WQY1B8ZS7QRZ,4.0,Music| Alternative Rock| Pop| Rock
216001,B00008G0PL,Black Sabbath [Vinyl],AL2ZCI11JEROS,5.0,Music| Classic Rock| Hard Rock & Metal| Rock
216360,B00000DCXI,Cream of the Crop: Best of,A2P49WD75WHAG5,5.0,Music| Alternative Rock| Miscellaneous| Pop| Rock
216368,B00005COXZ,Faust,A3VLAZEPO9UJEA,4.0,Music| Classical
216374,B000053VI8,Space Age 4 Eva,A3LA5EHF2WWNFK,5.0,Music| Pop| Rap & Hip-Hop
216388,B00000DCXV,Corey,AL1WBEKIEPUPE,5.0,Music| Classical
216400,B00004SZFY,Hip Hop Respect,A175TPTHMNS7S4,4.0,Music| Pop| Rap & Hip-Hop
216412,B000058UUC,Donizetti: L'Elisir D'Amore,ANN9BS3NTE93N,5.0,Music| Classical
216420,B00008G0PK,Workingman's Dead [Vinyl],A11WB64VVM0BXJ,5.0,Music| Classic Rock| Country| Folk| Rock
216460,B0000CAZ99,Enrico Caruso: A Life in Words and Music,A1F89OE7BAM7EL,5.0,Music| Classical| Miscellaneous| Pop
216498,B00000DCXB,Best of Heavy Metal,A2WQY1B8ZS7QRZ,2.0,Music| Alternative Rock| Classic Rock| Hard Rock & Metal| Pop| Rock
216514,B00008G0P0,Widespread Panic,AASC4QCTCFSU,5.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
216528,B000058UUW,L'Album des Six: The Complete Works for Flute and Piano,A30IQE4G73MT80,5.0,Music| Classical
216540,B000026EJE,Happiness,A3SS0AKYF0VEQ4,5.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
216552,B000058UU9,Ippolitov-Ivanov: Orchestral Music,A518S7KT78N51,5.0,Music| Classical| Miscellaneous
216566,B00005COXW,Russian Romance,ACDNX5VOK1VGS,5.0,Music| Classical| Folk| Miscellaneous| Pop
216577,B00008G0PR,Little Feat [Vinyl],A199T3IWULDX68,5.0,Music| Classic Rock| Hard Rock & Metal| Rock
216621,B000058UUZ,Mozart and Krommer: Oboe Concertos,A3JV7KL1ECLZB8,5.0,Music| Classical
216623,B0000C69MJ,Higher Than The Heavens,A3M1NNDD95HR0R,5.0,Music| New Age| Pop
216630,B00005COXO,Sacred Music by Johann Schelle,A3SWWXWV1WDZ68,5.0,Music| Classical| Miscellaneous
216632,B00008G0PJ,Live/Dead [Vinyl],A2PVUFJ8SQHPS7,5.0,Music| Classic Rock| Folk| Rock
216703,B000058UUV,Schumann: Fantasy in C major; Etudes Symphoniques; Piano Sonata No. 2,A33GGROUQRQZS,4.0,Music| Classical
216723,B00004SZFW,Machina: The Machines Of God,A2M9M8TI9X49C7,5.0,Music| Alternative Rock| Pop| Rock
217402,B000058UUA,3 Wind Serenades K 361 K 375 & K388,AG7W4W9JF1RGX,4.0,Music| Classical
217407,B000009IU9,"Rameau - Plate / Ragon, Smith, de Mey, Les Musiciens du Louvre, Minkowski",A3SWWXWV1WDZ68,5.0,Music| Classical
217413,B00008G0PI,Aoxomoxoa [Vinyl],A19HCQSC5FVOXW,4.0,Music| Alternative Rock| Classic Rock| Country| Folk| Rock
217487,B000058UUY,Parry & Stanford: Nonets,A33GGROUQRQZS,3.0,Music| Classical
217490,B000GIWGQC,Storm of the Lights Bane,ASVNSWIXBV72Q,5.0,Music| Hard Rock & Metal| World Music
217531,B000058UUU,"Songs of Robert Schumann, Vol. 5",A2AIMXT9PLAM12,5.0,Music| Classical| Pop
217533,B00008G0P2,A Man and His Music [Vinyl],A1UXMT6XQFZLA1,3.0,Music| Broadway & Vocalists| Jazz| Pop
217577,B00008G0PE,"Peter, Paul and Mommy [Vinyl]",A2UYAFQ40U2PHS,5.0,Music| Folk
217644,B00005COXY,Carpenter: Adventures in a Perambulator / Symphonies 1 & 2,A2Z125PVH4WZE7,5.0,Music| Classical| World Music
217648,B00000DCXY,Best of L.A.G.Q.,A1OX82JPAQLL60,5.0,Music| Classical| Dance & Electronic| Folk| Jazz| Miscellaneous
217657,B000EBGFKO,Roots Blues & Jazz,A1IWWRZJOXOSYP,4.0,Music| Jazz| Pop| Rock
217676,B000058UUX,Complete Preludes for Piano,AEV640MKB3I9J,4.0,Music| Classical
217685,B00004SZFN,Giorgio Gaslini: Symphonic Works,A3UNGC700SNYHL,5.0,Music| Classical
217686,B000027A6D,Trip Thru Monsterland,AUEY946M1L939,3.0,Music| Rock
217690,B00005COY8,"Beethoven: The String Quartets, Vol. 7",AGDKDYTDL9SB9,5.0,Music| Classical
217694,B00008G0QJ,Anotherloverhole [Vinyl],A3MWYPZBKL1NJ,3.0,Music| Dance & Electronic| Pop| R&B
217695,B000009IVL,The Complete Hungarian Rhapsodies Vol. 1,A16CZRQL23NOIW,5.0,Music| Classical
217699,B00005COYC,Haydn: The Battle of the Nile,A2T049UQONS0OY,5.0,Music| Classical| Pop
217704,B00000DCY4,Skinny Years: Before We Got Fat,A2NIJBI4NUIIO3,4.0,Music| Alternative Rock| Pop| Rock
217705,B000026EKE,That's Life,AG0L7O8TXQNDI,5.0,Music| Alternative Rock
217708,B000059QAM,Wow!,AV27XCD34D7VI,4.0,Music| Blues| Jazz| Pop| R&B
217713,B00005COY9,"An Introduction to Ravel's ""Bolro"" and ""Ma mre l'oye""",A9MAUO67ABVOB,5.0,Music| Classical| Miscellaneous
217719,B00008G0QK,Into the Purple Valley [Vinyl],A3O90G1D7I5EGG,4.0,Music| Blues| Classic Rock| Country| Rock
217742,B00000DCYB,Instrumental Gold,A2YRPENM5SP22T,4.0,Music| Pop
217748,B000053VJZ,Mya: Fear of Flying,A3846X6RQ7K3N3,5.0,Music| Blues| Pop| R&B
217868,B00000DCY5,Solarshift,A2KEKPMI3WQMPA,3.0,Music| Pop| Rock
217911,B000005F55,One Hour Mama,A36AH31X84FIC8,5.0,Music| Alternative Rock| Jazz| Pop| Rock
217916,B00005COY5,"An Introduction to Vivaldi's ""The Four Seasons""",A9MAUO67ABVOB,5.0,Music| Classical| Miscellaneous
217924,B00008G0QS,If I Was Your G,A3MWYPZBKL1NJ,3.0,Music| Dance & Electronic| Pop| R&B| Rock
217928,B0007NFLQ8,"Brahms, Dvorak: Violin Concertos",A2AIMXT9PLAM12,5.0,Music| Classical
217935,B000009IVN,Francois-Joseph Gossec - Requiem (Erato),A3DDSAGWD0UN9H,5.0,Music| Classical
217936,B000005F56,Classic Sketches,A1VMRRMZXGXRTR,5.0,Music| Classical
217943,B000053VJY,"Sibelius, Khachaturian: Violin Concertos",A3DDSAGWD0UN9H,4.0,Music| Classical
217947,B00005COYA,Clementi: The Complete Symphonies,AGB299ZIOSC2O,5.0,Music| Classical
217960,B000059QAO,Double Dealin,A1KY2SE12T3UXH,5.0,Music| Blues| Pop
217972,B000053VJT,Wdas 105.3fm: Classic Soul Hits 5,ADG536J5D7FJY,5.0,Music| Blues| Pop| R&B| Rock
217974,B000026EKR,"Haydn: String Quartets Op. 3, 64, 76",ALAJL3S09HBS7,5.0,Music| Classical
217978,B00005COY7,An Introduction to Brahms' Piano Concerto No. 2,A9MAUO67ABVOB,5.0,Music| Classical| Miscellaneous
217987,B00004SZGO,Leppardmania: Tribute to Def Leppard,A3LYLRNW15DPU6,1.0,Music| Hard Rock & Metal| Pop| Rock
217998,B000053VJX,Peggy Lee Christmas,A1PPLI6JONWUKD,5.0,Music| Broadway & Vocalists| Miscellaneous| Pop
218010,B000059QAN,Viva Vaughan,AXPYGNIC5ZIXS,5.0,Music| Broadway & Vocalists| Jazz| Pop
218467,B00004SZGH,Best of,A3PGGPL7FM9F81,5.0,Music| Blues| Folk| Pop
218476,B00008G0QB,Dress You Up [Vinyl],A14PS7BDSYKG9U,5.0,Music| Dance & Electronic| Pop
218485,B00005COYG,Whitlock: Holiday Suite / Music For Orchestra / Wessex Suite,A33GGROUQRQZS,2.0,Music| Classical
218486,B000026EKY,"Brahms: Piano Quintet in F minor, Op. 34 / Dvorak: Piano Quintet in A major - Andante movement, Op. 81",A2AIMXT9PLAM12,5.0,Music| Classical
218492,B00004SZGD,Nikki & Corvettes,A298JV8C4ADLU7,4.0,Music| Alternative Rock| Pop| Rock
218502,B00008G0QV,Victim of Love [Vinyl],A1CGLIDN7E5MK8,5.0,Music| Alternative Rock| Dance & Electronic| Pop
218506,B000053VJK,Bomba 2000,A1075MZNVRMSEO,5.0,Music| Latin Music| World Music
218510,B00004TV25,Right in the Nuts: Aerosmith,A2WQY1B8ZS7QRZ,3.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
218520,B000GIWGRQ,Whatever We Wanna,AE9GUE3HHOX3U,3.0,Music| Country| Pop
218548,B00008G0QZ,Causing a Commotion,ACFEPG03RHCHN,3.0,Music| Dance & Electronic| Pop
218552,B00005COYF,Moyzes: Symphonies Nos. 5 And 6,A33GGROUQRQZS,4.0,Music| Classical
218563,B000026EKT,Barbara Bonney - Diamonds in the Snow (Nordic Songs) / Pappano,AFVROUVTT63XM,5.0,Music| Classical| Pop
218578,B00004SZG2,Xtrmntr,AYUFQY3XG4ZBR,2.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
218645,B00008G0Q8,The Cry of Love [Vinyl],AFHEGYXMK6HCL,5.0,Music| Classic Rock| Hard Rock & Metal| Pop| R&B| Rock
218667,B00000DCYJ,Fables of Mingus,A1AYFS1YVANEXK,3.0,Music| Jazz| Pop
218673,B000ALZI0G,Tony Orlando & Dawn - The Ultimate Collection (3-DVD Set) (2005),AJWMVSLEVJ1UP,4.0,Movies & TV| TV|Music| Pop| Rock
218701,B000009IV1,Best of,ARYXA0US2VB5Q,3.0,Music| Classical
218705,B00004SZGJ,Retrospective,A3U3PA6J2XOVFK,5.0,Music| Pop| R&B
218709,B00005COYE,English Oboe Concertos,A1OX82JPAQLL60,5.0,Music| Classical| Dance & Electronic
218710,B000009IVF,Frank Martin: Le Mystere de la Nativite + Pilate (2 CD Box Set) (Cascavelle),A2673ECXSHN78Y,5.0,Music| Classical| Miscellaneous
218715,B00004SZG1,Sub-Breaks,A12FV46775QZUJ,3.0,Music| Dance & Electronic| Pop| Rap & Hip-Hop
218724,B000059QAS,Gratitude,A3A209E00DJDYC,5.0,Music| Jazz| Latin Music| Pop
218730,B000053VJI,Grandes Exitos de Juan Luis Guerra Y 4.40,AD9WTAOAFUZA4,5.0,Music| Latin Music| World Music
218763,B000053VJE,Paperdoll,AAOMG1YP0VNP9,1.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
218776,B00075U5R6,Scream,A1BQ9NX14RQZVX,3.0,Music| Hard Rock & Metal| Pop
218777,B000053VJ2,Reflections on the Hudson - Nancy Bloomer Deussen,A3DLT6E1SFQ9LN,5.0,Music| Classical
218779,B00008G0Q6,Material Girl [Vinyl],A3HTX1NOTTWERP,5.0,Music| Dance & Electronic| Pop
218781,B000HXE2AY,Still Point of Turning,A2WED2UHBJRYTA,5.0,Music| Alternative Rock| Miscellaneous| Pop| Rock
218784,B00008G0QA,Pop Life [Vinyl],A9Q28YTLYREO7,5.0,Music| Dance & Electronic| Pop| R&B
218786,B000EHH8CM,The Tunes of Two Cities,ANBOOQR5NVJPM,5.0,Music| Miscellaneous| Rock
218793,B00008G0QM,Open Your Heart [Vinyl],A3HTX1NOTTWERP,5.0,Music| Dance & Electronic| Pop
218847,B000059QAR,Captain Corelli's Mandolin / Stephen Warbeck (2001 film),A3VIOCJZ22JZXT,4.0,Music| Pop| Soundtracks
218865,B00008G0QY,Causing a Commotion [Vinyl],ACFEPG03RHCHN,3.0,Music| Dance & Electronic| Pop
218898,B00000DCZO,The Trouble With Harry (1998 Re-recording),A2A7NHE5HTK79N,5.0,Music| Miscellaneous| Pop| Soundtracks
218901,B000HBK1KQ,Sausalito Heliport (Mlps),A3VZVYWCTGIEV0,3.0,Music| Pop| Rock| World Music
218919,B0002XNCNC,Instrumental Version,A9Q28YTLYREO7,4.0,Music| Soundtracks
218931,B000053VKB,Let There Be Love,A3IWMV4MCM9L36,5.0,Music| Broadway & Vocalists| Jazz| Pop
218942,B00008G0RG,Lullaby [Vinyl],A3VBVES8IYR5ZJ,5.0,Music| Alternative Rock| Dance & Electronic
218960,B000009IW7,Intgrale pour piano solo,A2673ECXSHN78Y,4.0,Music| Classical| Dance & Electronic
218976,B0002B8SZ6,Achtung Baby,A25MZ7A5A4I6Z5,5.0,Music| Alternative Rock| Miscellaneous| Rock| Soundtracks
219554,B00005COZ5,Hypno-Punko tm [Vinyl],A3SP37JLGH5KFY,3.0,Music| Alternative Rock| Pop| Rock
219571,B00000DCZN,The Things We Make,A33AFRVRA02BAK,3.0,Music| Alternative Rock| Pop| Rock
219578,B00008G0RK,You Blow Me Away [Vinyl],A1CGLIDN7E5MK8,5.0,Music| Dance & Electronic| Pop
219582,B00005COZV,People Are Expensive,A1L9BVPP9IF9E3,3.0,Music| Alternative Rock| Pop| Rock
219584,B000CAH0M4,Welcome to the Show,A2C9V11PM65B3Q,5.0,Music| Rock| World Music
219585,B000GIWGSU,Spirits Have Flown,A35ZG3RL4AL2HU,5.0,Music| Dance & Electronic| Pop| Rock| World Music
219667,B00008G0R3,Behind the Wheel,A1H4W5WP9H3R8O,5.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
219690,B00000DCZM,Rounders: Music From The Miramax Motion Picture,A3G10NPD661EQD,4.0,Music| Jazz| Pop| Soundtracks
219705,B00008G0RP,"Everything Counts, Nothing, Sacred, A Question of Lust; Live at the Pasadena Rose Bowl, June 18th, 1988 [Vinyl]",A3KSXE97TK99B7,4.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
219716,B00005COZ7,Pleasant Dreams [Vinyl],A2INX8B6VXUVW6,3.0,Music| Alternative Rock| Pop| Rock
219717,B00008G0R2,Behind the Wheel/Route 66 [Vinyl],A1H4W5WP9H3R8O,5.0,Music| Alternative Rock| Dance & Electronic| Pop
219724,B000059QBZ,Definitive Monkees,A2U49LUUY4IKQQ,5.0,Music| Classic Rock| Pop| Rock
219756,B000NY0YI6,Thomas and Friends - Thomas' Trusty Friends (With Toy Train) (2007),A14OJS0VWMOSWO,5.0,Movies & TV| TV|Music| Children's Music
219790,B000053VKA,A Salute to the Chicago Blues Masters,AQLJ566RYMQ2M,5.0,Music| Blues| Pop| Rock
219808,B0009A40CK,Man Like Me,A3CPA0XGKNY9ZJ,4.0,Music| Country| Pop
219833,B00000DCZK,Midway: Original Motion Picture Score (1998 Re-recording),A2A7NHE5HTK79N,4.0,Music| Pop| Soundtracks
219836,B00008G0RN,Like a Prayer [Vinyl],A9Q28YTLYREO7,5.0,Music| Dance & Electronic| Pop
219849,B00008G0RB,Strangelove [Vinyl],AEMPJD9G9CS1W,4.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
219853,B00000DCZG,Rabbit in Your Headlights,A1JJP6UO6OQAZ3,4.0,Music| Dance & Electronic| Pop| Rap & Hip-Hop| Rock
219864,B0001Z65CQ,Gilbert and Sullivan: The Yeomen of the Guard,A9MAUO67ABVOB,4.0,Music| Classical| Soundtracks
219867,B00008G0RV,Batdance / 200 Balloons,A2INX8B6VXUVW6,4.0,Music| Dance & Electronic| Pop| R&B
219873,B00004TV3C,Definitive Collection,A2582KMXLK2P06,5.0,Music| Pop| Rock
219876,B000P7V4PS,Miles Away,A4AH4ZM3ND5SI,4.0,Music| Rock
219879,B00004TV3Z,Majestic Scotland,A2BIAR1V0PWO27,5.0,Music| Folk| Miscellaneous| Pop| Rock| World Music
219881,B00005COZJ,One Three Seven,A3MLO4GAD2O9DL,4.0,Music| Alternative Rock| Dance & Electronic| Jazz| World Music
219899,B000FKO2WM,And It Feels Like,A2JAKHFYI88ZX0,5.0,Music| Country| Pop
220033,B00008G0R7,Loosey's Rap [Vinyl],A9Q28YTLYREO7,5.0,Music| Dance & Electronic| R&B
